eth,x_gender_desc,year,age,count,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl,pp2_sch,pp2_ter,pp2_sempIT,pp2_semp,pp2_lemp,pp2_cust,pp2_lt6_neet,pp2_st6_neet,pp3_ben,pp3_ws_empl
Other,Male,2013,15,405,4860,4749,4599,6,0,0,6,0,120,15,0,231,0.968414403,0.001263424,0,0,0.001263424,0,0.025268478,0.00315856,0,0.048641819
Other,Male,2013,16,384,4596,4491,4209,60,0,9,51,0,129,33,24,405,0.937207749,0.013360053,0,0.002004008,0.011356045,0,0.028724115,0.007348029,0.005344021,0.090180361
Other,Male,2013,17,402,4824,4707,4230,189,0,39,60,0,126,60,96,960,0.898661568,0.040152964,0,0.008285532,0.012746973,0,0.026768642,0.012746973,0.020395156,0.203951562
Other,Male,2013,18,372,4464,4344,2568,885,21,189,237,0,249,198,246,1494,0.591160221,0.203729282,0.004834254,0.043508287,0.054558011,0,0.057320442,0.045580111,0.056629834,0.343922652
Other,Male,2013,19,432,5172,5010,582,2295,54,540,618,9,438,477,690,2235,0.116167665,0.458083832,0.010778443,0.107784431,0.123353293,0.001796407,0.08742515,0.095209581,0.137724551,0.446107784
Other,Male,2013,20,381,4560,4428,42,2253,108,585,660,6,435,336,588,2358,0.009485095,0.508807588,0.024390244,0.132113821,0.149051491,0.001355014,0.098238482,0.075880759,0.132791328,0.532520325
Other,Male,2013,21,381,4548,4398,78,2142,108,789,510,6,468,294,693,2373,0.017735334,0.487039563,0.024556617,0.179399727,0.115961801,0.001364257,0.106412006,0.066848568,0.157571624,0.539563438
Other,Male,2013,22,411,4932,4779,42,1875,51,1224,657,12,603,315,915,2898,0.00878845,0.392341494,0.010671689,0.256120527,0.13747646,0.002510986,0.126177025,0.065913371,0.191462649,0.606403013
Other,Male,2013,23,444,5304,5121,27,1656,126,1788,573,9,681,258,825,3378,0.005272408,0.323374341,0.024604569,0.349150557,0.111892209,0.001757469,0.13298184,0.050380785,0.161101347,0.65963679
Other,Male,2013,24,444,5328,5118,21,1296,141,2109,615,0,681,249,876,3540,0.004103165,0.253223916,0.027549824,0.412075029,0.120164127,0,0.133059789,0.048651817,0.17116061,0.691676436
Other,Male,2014,15,402,4824,4689,4512,0,0,0,0,0,144,27,0,213,0.962252079,0,0,0,0,0,0.030710173,0.005758157,0,0.045425464
Other,Male,2014,16,420,5028,4899,4590,57,0,0,15,0,189,45,12,507,0.936925903,0.011635028,0,0,0.003061849,0,0.038579302,0.009185548,0.00244948,0.103490508
Other,Male,2014,17,405,4860,4728,4122,183,0,39,111,0,207,69,63,879,0.871827411,0.038705584,0,0.008248731,0.023477157,0,0.043781726,0.014593909,0.013324873,0.185913706
Other,Male,2014,18,402,4824,4674,2670,1017,27,234,285,0,192,249,210,1635,0.571245186,0.21758665,0.005776637,0.050064185,0.06097561,0,0.041078306,0.053273428,0.044929397,0.349807445
Other,Male,2014,19,375,4500,4338,441,2121,75,513,492,15,321,363,462,1983,0.101659751,0.488934993,0.017289073,0.118257261,0.113416321,0.003457815,0.073997234,0.083679115,0.106500692,0.457123098
Other,Male,2014,20,438,5268,5136,120,2415,84,894,675,0,537,414,813,2703,0.023364486,0.47021028,0.01635514,0.174065421,0.131425234,0,0.104556075,0.080607477,0.158294393,0.526285047
Other,Male,2014,21,396,4776,4563,0,1899,135,1074,687,21,453,291,681,2763,0,0.41617357,0.029585799,0.235371466,0.150558843,0.004602235,0.099276792,0.063773833,0.149243919,0.605522682
Other,Male,2014,22,393,4716,4539,12,1743,129,1191,567,9,645,249,747,2724,0.002643754,0.384005288,0.028420357,0.262392598,0.124917383,0.001982816,0.142101785,0.054857898,0.164573695,0.600132188
Other,Male,2014,23,411,4932,4743,45,1287,108,1836,549,15,633,273,894,3132,0.009487666,0.271347249,0.022770399,0.387096774,0.115749526,0.003162555,0.133459836,0.057558507,0.188488299,0.660341556
Other,Male,2014,24,450,5424,5214,0,1269,177,2220,600,15,660,270,789,3747,0,0.243383199,0.033947066,0.425776755,0.115074799,0.00287687,0.126582279,0.051783659,0.15132336,0.718642117
Other,Male,2015,15,399,4812,4704,4593,0,0,0,6,0,72,33,12,270,0.976403061,0,0,0,0.00127551,0,0.015306122,0.007015306,0.00255102,0.057397959
Other,Male,2015,16,405,4884,4776,4566,30,0,0,30,0,120,30,0,627,0.956030151,0.006281407,0,0,0.006281407,0,0.025125628,0.006281407,0,0.131281407
Other,Male,2015,17,435,5208,5082,4521,156,9,39,63,0,240,54,66,1254,0.88961039,0.030696576,0.001770956,0.007674144,0.012396694,0,0.047225502,0.010625738,0.012987013,0.246753247
Other,Male,2015,18,396,4740,4614,2748,891,27,249,267,0,297,135,198,1647,0.595578674,0.193107932,0.005851756,0.05396619,0.05786736,0,0.064369311,0.029258778,0.042912874,0.356957087
Other,Male,2015,19,414,4980,4839,606,2208,39,600,660,0,390,336,525,2316,0.125232486,0.456292622,0.008059516,0.12399256,0.136391817,0,0.080595164,0.069435834,0.10849349,0.478611283
Other,Male,2015,20,378,4548,4386,123,2244,81,702,474,30,429,303,585,2220,0.028043776,0.511627907,0.018467852,0.16005472,0.108071135,0.006839945,0.097811218,0.069083447,0.133378933,0.506155951
Other,Male,2015,21,447,5376,5217,57,2319,51,1185,705,12,588,300,777,3108,0.010925819,0.444508338,0.009775733,0.227142036,0.135135135,0.002300173,0.112708453,0.057504313,0.14893617,0.595744681
Other,Male,2015,22,393,4728,4569,0,1818,102,1188,555,21,645,237,696,2724,0,0.397898884,0.02232436,0.260013132,0.121470781,0.004596192,0.141168746,0.051871307,0.152330926,0.596191727
Other,Male,2015,23,390,4692,4497,0,1284,93,1677,534,24,660,219,654,2892,0,0.285523683,0.020680454,0.372915277,0.118745831,0.005336891,0.14676451,0.048699133,0.145430287,0.643095397
Other,Male,2015,24,411,4944,4782,36,990,84,2304,447,33,675,210,714,3369,0.007528231,0.207026349,0.017565872,0.481806775,0.093475533,0.006900878,0.141154329,0.04391468,0.149309912,0.704516939
